,sentence,Word,Tag,POS
883,sentence : 45,that,O,DT
884,sentence : 45,day,O,NN
885,sentence : 45,when,O,WRB
886,sentence : 45,the,O,DT
887,sentence : 45,wanted,O,NN
888,sentence : 45,will,O,MD
889,sentence : 45,go,O,VB
890,sentence : 45,2,O,CD
891,sentence : 45,a,O,DT
892,sentence : 45,radio,O,NN
893,sentence : 45,station,O,NN
894,sentence : 45,to,O,TO
895,sentence : 45,find,O,VB
896,sentence : 45,out,O,RP
897,sentence : 45,if,O,IN
898,sentence : 45,there,O,EX
899,sentence : 45,number,O,NN
900,sentence : 45,1,O,CD
901,sentence : 45,with,O,IN
902,sentence : 45,heart,O,NN
903,sentence : 45,vacancy,O,NN
905,sentence : 45,when,O,WRB
906,sentence : 45,will,O,MD
907,sentence : 45,that,O,IN
908,sentence : 45,be,O,VB
909,sentence : 45,?,O,.
910,sentence : 46,Great,O,NNP
911,sentence : 46,#fail,O,JJ
912,sentence : 46,photo,O,NN
913,sentence : 46,from,O,IN
914,sentence : 46,@joshbuisch,O,NNP
916,sentence : 46,who,O,WP
917,sentence : 46,gets,O,VBZ
918,sentence : 46,my,O,PRP$
919,sentence : 46,#FF,O,JJ
920,sentence : 46,vote,O,NN
921,sentence : 46,for,O,IN
922,sentence : 46,the,O,DT
923,sentence : 46,day,O,NN
924,sentence : 46,for,O,IN
925,sentence : 46,being,O,VBG
926,sentence : 46,hilarious,O,JJ
928,sentence : 46,http://bit.ly/bA3lUl,O,NN
929,sentence : 47,$$,O,NNP
930,sentence : 47,#forex,O,NNP
931,sentence : 47,#fx,O,NN
933,sentence : 47,Forex,B,NNP
934,sentence : 47,Articles,O,NNP
935,sentence : 47,for,O,IN
936,sentence : 47,the,O,DT
937,sentence : 47,Weekend,O,NNP
938,sentence : 47,September,O,NNP
939,sentence : 47,18lo,O,CD
940,sentence : 47,http://www.forexcrunch.com/forex-articles-for-the-weekend-september-18lo/,O,NN
941,sentence : 48,#uknouugly,O,RB
942,sentence : 48,when,O,WRB
943,sentence : 48,#TeamFollowBack,O,NN
944,sentence : 48,dnt,O,NN
945,sentence : 48,follow,O,VBP
946,sentence : 48,you,O,PRP
947,sentence : 48,back,O,RB
948,sentence : 49,@Maike_84,O,VBP
949,sentence : 49,Flikken,B,NNP
950,sentence : 49,is,O,VBZ
951,sentence : 49,geweldig,O,JJ
953,sentence : 49,Ik,O,NNP
954,sentence : 49,kan,O,VBD
955,sentence : 49,niet,O,JJ
956,sentence : 49,wachten,O,JJ
957,sentence : 49,tot,O,NN
958,sentence : 49,de,O,IN
959,sentence : 49,nieuwe,O,FW
960,sentence : 49,serie,O,NN
961,sentence : 49,in,O,IN
962,sentence : 49,november,O,JJ
964,sentence : 49,(geloof,O,NNP
965,sentence : 49,ik,O,NN
966,sentence : 49,),O,)
967,sentence : 49,Dit,O,NNP
968,sentence : 49,jaar,O,NN
969,sentence : 49,alles,O,NNS
970,sentence : 49,gezien,O,VBP
971,sentence : 49,via,O,IN
972,sentence : 49,uitzendinggemist,O,NN
974,sentence : 50,RT,O,NNP
975,sentence : 50,@BieberPledge,O,NN
977,sentence : 50,When,O,WRB
978,sentence : 50,I,O,PRP
979,sentence : 50,Get,O,VBP
980,sentence : 50,Old,O,NNP
982,sentence : 50,Imma,O,NNP
983,sentence : 50,Still,O,RB
984,sentence : 50,Be,O,NNP
985,sentence : 50,Rockin,O,NNP
986,sentence : 50,Out,O,NNP
987,sentence : 50,To,O,TO
989,sentence : 50,Baby'...Even,O,NNP
990,sentence : 50,If,O,IN
991,sentence : 50,I,O,PRP
992,sentence : 50,Break,O,VBP
993,sentence : 50,A,O,DT
994,sentence : 50,Hip,O,NNP
995,sentence : 50,;),O,NNP
996,sentence : 51,Is,O,VBZ
997,sentence : 51,sad,O,JJ
998,sentence : 51,that,O,IN
999,sentence : 51,she,O,PRP
1000,sentence : 51,'s,O,VBZ
1001,sentence : 51,missing,O,VBG
1002,sentence : 51,Cowboy,B,NNP
1003,sentence : 51,Mouth,I,NNP
1004,sentence : 51,tonight,O,VBD
1006,sentence : 52,@CWWatson,O,NNP
1007,sentence : 52,one,O,CD
1008,sentence : 52,of,O,IN
1009,sentence : 52,the,O,DT
1010,sentence : 52,complainers,O,NNS
1011,sentence : 52,is,O,VBZ
1012,sentence : 52,a,O,DT
1013,sentence : 52,child,O,JJ
1014,sentence : 52,minder,O,NN
1015,sentence : 52,who,O,WP
1016,sentence : 52,brings,O,VBZ
1017,sentence : 52,kids,O,NNS
1018,sentence : 52,to,O,TO
1019,sentence : 52,the,O,DT
1020,sentence : 52,school,O,NN
1021,sentence : 52,then,O,RB
1022,sentence : 52,looks,O,VBZ
1023,sentence : 52,after,O,IN
1024,sentence : 52,other,O,JJ
1025,sentence : 52,kids,O,NNS
1026,sentence : 52,thro,O,VBP
1027,sentence : 52,the,O,DT
1028,sentence : 52,day,O,NN
1030,sentence : 52,Beggers,O,NNS
1031,sentence : 52,belief,O,JJ
1032,sentence : 53,RT,O,NNP
1033,sentence : 53,@fredthompson,O,NN
1035,sentence : 53,WH,O,JJ
1036,sentence : 53,rejects,O,NNS
1038,sentence : 53,global,O,JJ
1039,sentence : 53,warming,O,NN
1041,sentence : 53,favors,O,NNS
1042,sentence : 53,term,O,NN
1044,sentence : 53,global,O,JJ
1045,sentence : 53,climate,O,NN
1046,sentence : 53,disruption,O,NN
1048,sentence : 53,Ya,O,NNP
1049,sentence : 53,know,O,VBP
1051,sentence : 53,I,O,PRP
1052,sentence : 53,remember,O,VBP
1053,sentence : 53,back,O,RB
1054,sentence : 53,when,O,WRB
1055,sentence : 53,we,O,PRP
1056,sentence : 53,used,O,VBD
1057,sentence : 53,to,O,TO
1058,sentence : 53,call,O,VB
1059,sentence : 53,it,O,PRP
1061,sentence : 54,George,B,NNP
1062,sentence : 54,N,I,NNP
1064,sentence : 54,Parks,I,NNP
1066,sentence : 54,UMass,B,NNP
1067,sentence : 54,band,O,NNP
1068,sentence : 54,director,O,NN
1070,sentence : 54,dies,O,NNS
1071,sentence : 54,after,O,IN
1072,sentence : 54,performance,O,NN
1073,sentence : 54,in,O,IN
1074,sentence : 54,Ohio,B,NNP
1076,sentence : 54,George,B,NNP
1077,sentence : 54,N,I,NNP
1079,sentence : 54,Parks,I,NNP
1081,sentence : 54,for,O,IN
1082,sentence : 54,33,O,CD
1083,sentence : 54,years,O,NNS
1084,sentence : 54,the,O,DT
1085,sentence : 54,dire,O,NN
1087,sentence : 54,http://tinyurl.com/2femvgq,O,NN
1088,sentence : 55,For,O,IN
1089,sentence : 55,code,O,NN
1090,sentence : 55,I,O,PRP
1091,sentence : 55,'ve,O,VBP
1092,sentence : 55,written,O,VBN
1093,sentence : 55,since,O,IN
1094,sentence : 55,Sept,O,NNP
1096,sentence : 55,9,O,CD
1098,sentence : 55,the,O,DT
1099,sentence : 55,delay,O,NN
1100,sentence : 55,between,O,IN
1101,sentence : 55,commit,O,NN
1102,sentence : 55,to,O,TO
1103,sentence : 55,SCM,O,NNP
1104,sentence : 55,and,O,CC
1105,sentence : 55,running,O,VBG
1106,sentence : 55,on,O,IN
1107,sentence : 55,customer,O,NN
1108,sentence : 55,hardware,O,NN
1109,sentence : 55,has,O,VBZ
1110,sentence : 55,been,O,VBN
1111,sentence : 55,about,O,IN
1112,sentence : 55,10,O,CD
1113,sentence : 55,days,O,NNS
1115,sentence : 56,have,O,VBP
1116,sentence : 56,to,O,TO
1117,sentence : 56,sleep,O,VB
1118,sentence : 56,now,O,RB
1120,sentence : 56,gym,O,NN
1122,sentence : 56,facial,O,JJ
1124,sentence : 56,then,O,RB
1125,sentence : 56,SUPAHFEST,B,NNP
1126,sentence : 56,tonight,O,NN
1127,sentence : 56,i,O,NN
1128,sentence : 56,need,O,VBP
1129,sentence : 56,my,O,PRP$
1130,sentence : 56,kuya,O,NN
1131,sentence : 56,'s,O,POS
1132,sentence : 56,driver,O,NN
1134,sentence : 56,MOSH,O,NNP
1135,sentence : 56,PIT,O,NNP
1136,sentence : 56,VIP,O,NNP
1137,sentence : 56,common,O,JJ
1138,sentence : 57,@jeffstinco,O,NN
1139,sentence : 57,where,O,WRB
1140,sentence : 57,are,O,VBP
1141,sentence : 57,you,O,PRP
1142,sentence : 57,???,O,JJ
1143,sentence : 57,#NAME?,O,NNS
1144,sentence : 57,hey,O,VBD
1145,sentence : 57,when,O,WRB
1146,sentence : 57,a,O,DT
1147,sentence : 57,new,O,JJ
1148,sentence : 57,videochat,O,NN
1149,sentence : 57,on,O,IN
1150,sentence : 57,spcrew,O,NN
1152,sentence : 57,;),O,NNP
1153,sentence : 58,Hurry,O,NNP
1154,sentence : 58,up,O,RB
1156,sentence : 58,Santy,B,NNP
1157,sentence : 58,will,O,MD
1158,sentence : 58,be,O,VB
1159,sentence : 58,Leaving,O,VBG
1160,sentence : 58,in,O,IN
1161,sentence : 58,2,O,CD
1162,sentence : 58,days,O,NNS
1165,sentence : 58,#Eskorte,O,NN
1166,sentence : 58,and,O,CC
1167,sentence : 58,#Massasje,O,NN
1168,sentence : 58,i,O,NN
1169,sentence : 58,#Norge,O,VBP
1170,sentence : 59,mothers,B,NNS
1171,sentence : 59,day,I,NN
1172,sentence : 59,greeting,O,VBG
1173,sentence : 59,cards,O,NNS
1174,sentence : 59,:),O,NNP
1175,sentence : 59,Surrounded,O,VBN
1176,sentence : 59,by,O,IN
1177,sentence : 59,Mothers,B,NNP
1178,sentence : 59,Day,I,NNP
1179,sentence : 59,and,O,CC
1180,sentence : 59,Dreading,O,VBG
1181,sentence : 59,It,O,PRP
1182,sentence : 59,?,O,.
1183,sentence : 59,http://bit.ly/a7d7tg,O,JJ
1184,sentence : 60,Lol,O,NNP
1185,sentence : 60,lucky,O,FW
1186,sentence : 60,me,O,PRP
1188,sentence : 60,u,O,RB
1189,sentence : 60,remembered,O,VBD
1190,sentence : 60,me,O,PRP
1191,sentence : 60,:D,O,NN
1193,sentence : 60,When,O,WRB
1194,sentence : 60,u,O,JJ
1195,sentence : 60,c,O,VBP
1196,sentence : 60,her,O,PRP$
1197,sentence : 60,again,O,RB
1198,sentence : 60,tell,O,IN
1199,sentence : 60,her,O,PRP$
1200,sentence : 60,I,O,PRP
1201,sentence : 60,say,O,VBP
1202,sentence : 60,hi,O,JJ
1203,sentence : 60,x,O,NNP
1204,sentence : 60,),O,)
1205,sentence : 61,Now,O,RB
1206,sentence : 61,time,O,NN
1207,sentence : 61,too,O,RB
1208,sentence : 61,do,O,VB
1209,sentence : 61,my,O,PRP$
1210,sentence : 61,hair,O,NN
1212,sentence : 61,New,O,NNP
1213,sentence : 61,look,O,NN
1214,sentence : 61,on,O,IN
1215,sentence : 61,deck,O,NN
1217,sentence : 62,RT,O,NNP
1218,sentence : 62,@JDay_Sept15,O,NN
1220,sentence : 62,RT,O,JJ
1221,sentence : 62,@Ashanie_di_Don,O,NN
1223,sentence : 62,@JDay_Sept15,O,JJ
1224,sentence : 62,lol,O,NN
1225,sentence : 62,i,O,NN
1226,sentence : 62,see,O,VBP
1227,sentence : 62,someone,O,NN
1228,sentence : 62,hyped,O,VBD
1229,sentence : 62,and,O,CC
1230,sentence : 62,ready,O,JJ
1231,sentence : 62,for,O,IN
1232,sentence : 62,#FlavaFridays,O,NNS
1233,sentence : 62,tonight,O,JJ
1234,sentence : 62,&lt;,O,RB
1235,sentence : 62,every,O,DT
1236,sentence : 62,week,O,NN
1238,sentence : 62,Lets,O,VBZ
1239,sentence : 62,get,O,VBP
1240,sentence : 62,it,O,PRP
1242,sentence : 63,Chevron,B,NNP
1243,sentence : 63,gouging,O,VBG
1244,sentence : 63,consumers,O,NNS
1245,sentence : 63,by,O,IN
1246,sentence : 63,claiming,O,VBG
1247,sentence : 63,payments,O,NNS
1248,sentence : 63,are,O,VBP
1249,sentence : 63,late,O,JJ
1250,sentence : 63,when,O,WRB
1251,sentence : 63,in,O,IN
1252,sentence : 63,reality,O,NN
1253,sentence : 63,statement,O,NN
1254,sentence : 63,delivery,O,NN
1255,sentence : 63,is,O,VBZ
1256,sentence : 63,very,O,RB
1257,sentence : 63,poor,O,JJ
1258,sentence : 63,turnaround,O,NN
1259,sentence : 63,time,O,NN
1261,sentence : 63,charging,O,VBG
1262,sentence : 63,hefty,O,JJ
1263,sentence : 63,fee,O,NN
1264,sentence : 63,'s,O,POS
1265,sentence : 64,RT,O,NNP
1266,sentence : 64,@therbertson,O,NN
1268,sentence : 64,Just,O,RB
1269,sentence : 64,saw,O,VBD
1270,sentence : 64,the,O,DT
1271,sentence : 64,worst,O,JJS
1272,sentence : 64,movie,O,NN
1273,sentence : 64,in,O,IN
1274,sentence : 64,years,O,NNS
1276,sentence : 64,Piranha,B,NNP
1277,sentence : 64,3D,I,CD
1278,sentence : 64,just,O,RB
1279,sentence : 64,exceeded,O,VBD
1280,sentence : 64,the,O,DT
1281,sentence : 64,limits,O,NNS
1282,sentence : 64,of,O,IN
1283,sentence : 64,crappyness,O,NN
1285,sentence : 64,|,O,VB
1286,sentence : 64,Glad,O,NNP
1287,sentence : 64,you,O,PRP
1288,sentence : 64,enjoyed,O,VBD
1289,sentence : 64,it,O,PRP
1291,sentence : 65,Do,O,VBP
1292,sentence : 65,n't,O,RB
1293,sentence : 65,miss,O,VB
1294,sentence : 65,our,O,PRP$
1295,sentence : 65,Half,O,NNP
1296,sentence : 65,Way,O,NNP
1297,sentence : 65,to,O,TO
1298,sentence : 65,St,B,NNP
1300,sentence : 65,Patty,I,NNP
1301,sentence : 65,'s,I,POS
1302,sentence : 65,Day,I,NNP
1303,sentence : 65,Party,O,NNP
1304,sentence : 65,Tonight,O,NNP
1306,sentence : 65,We,O,PRP
1307,sentence : 65,'re,O,VBP
1308,sentence : 65,having,O,VBG
1309,sentence : 65,crazy,O,JJ
1310,sentence : 65,drink,O,NN
1311,sentence : 65,Specials,O,NNP
1312,sentence : 65,too,O,RB
1314,sentence : 65,tex,O,JJ
1315,sentence : 65,980-333-3923,O,CD
1316,sentence : 65,to,O,TO
1317,sentence : 65,get,O,VB
1318,sentence : 65,on,O,IN
1319,sentence : 65,the,O,DT
1320,sentence : 65,guest,O,JJS
1321,sentence : 65,list,O,NN
1323,sentence : 66,Sweet,O,JJ
1325,sentence : 66,RT,O,NNP
1326,sentence : 66,@SimoneSOliver,O,NN
1328,sentence : 66,Here,O,RB
1329,sentence : 66,'s,O,VBZ
1330,sentence : 66,the,O,DT
1331,sentence : 66,London,B,NNP
1332,sentence : 66,Fashion,I,NNP
1333,sentence : 66,Week,I,NNP
1334,sentence : 66,schedule,O,NN
1336,sentence : 66,http://nyti.ms/bW0N3u,O,NN
1337,sentence : 67,RT,O,NNP
1338,sentence : 67,@BiebersFairies,O,NNS
1340,sentence : 67,the,O,DT
1341,sentence : 67,day,O,NN
1342,sentence : 67,Justin,B,NNP
1343,sentence : 67,Bieber,I,NNP
1344,sentence : 67,was,O,VBD
1345,sentence : 67,born,O,VBN
1346,sentence : 67,was,O,VBD
1347,sentence : 67,a,O,DT
1348,sentence : 67,rainy,O,JJ
1349,sentence : 67,day,O,NN
1351,sentence : 67,but,O,CC
1352,sentence : 67,it,O,PRP
1353,sentence : 67,was,O,VBD
1354,sentence : 67,no,O,DT
1355,sentence : 67,rain,O,NN
1357,sentence : 67,NO,O,UH
1359,sentence : 67,the,O,DT
1360,sentence : 67,heaven,O,NN
1361,sentence : 67,was,O,VBD
1362,sentence : 67,crying,O,VBG
1363,sentence : 67,cause,O,NN
1364,sentence : 67,he,O,PRP
1365,sentence : 67,lost,O,VBD
1366,sentence : 67,his,O,PRP$
1367,sentence : 67,most,O,JJS
1369,sentence : 68,dude,O,NN
1370,sentence : 68,got,O,VBD
1371,sentence : 68,gucci,B,JJ
1372,sentence : 68,symbol,O,NN
1373,sentence : 68,tatted,O,VBD
1374,sentence : 68,all,O,DT
1375,sentence : 68,over,O,IN
1376,sentence : 68,his,O,PRP$
1377,sentence : 68,face,O,NN
1378,sentence : 68,http://mediacheckout.blogspot.com/2010/09/nuh-uhhhhhhh-yesterday-we-showed-you.html,O,JJ
1379,sentence : 69,good,O,JJ
1380,sentence : 69,day,O,NN
1382,sentence : 69,bad,O,JJ
1383,sentence : 69,day,O,NN
1385,sentence : 69,good,O,JJ
1386,sentence : 69,day,O,NN
1387,sentence : 69,?,O,.
1388,sentence : 69,merek,O,JJ
1389,sentence : 69,minuman,O,NN
1390,sentence : 69,sachet,O,NN
1391,sentence : 70,@TheWon_A,O,NNP
1392,sentence : 70,Crooked,B,NNP
1393,sentence : 70,is,O,VBZ
1394,sentence : 70,in,O,IN
1395,sentence : 70,town,O,NN
1396,sentence : 70,October,O,NNP
1397,sentence : 70,7th,O,CD
1399,sentence : 71,If,O,IN
1400,sentence : 71,you,O,PRP
1401,sentence : 71,are,O,VBP
1402,sentence : 71,staying,O,VBG
1403,sentence : 71,in,O,IN
1404,sentence : 71,Gainesville,B,NNP
1406,sentence : 71,come,O,VB
1407,sentence : 71,check,O,NN
1408,sentence : 71,out,O,IN
1409,sentence : 71,Costa,B,NNP
1410,sentence : 71,Lounge,I,NNP
1411,sentence : 71,TONIGHT,O,NNP
1413,sentence : 71,Say,O,NNP
1414,sentence : 71,you,O,PRP
1415,sentence : 71,are,O,VBP
1416,sentence : 71,with,O,IN
1417,sentence : 71,salsa,B,JJ
1418,sentence : 71,caliente,I,NN
1419,sentence : 71,and,O,CC
1420,sentence : 71,get,O,VB
1421,sentence : 71,in,O,IN
1423,sentence : 71,http://fb.me/FZVzm8H9,O,NN
1424,sentence : 72,havnt,O,NN
1425,sentence : 72,lost,O,VBD
1426,sentence : 72,a,O,DT
1427,sentence : 72,game,O,NN
1428,sentence : 72,in,O,IN
1429,sentence : 72,open,O,JJ
1430,sentence : 72,gym,O,NN
1431,sentence : 72,all,O,DT
1432,sentence : 72,week,O,NN
1434,sentence : 72,now,O,RB
1435,sentence : 72,to,O,TO
1436,sentence : 72,go,O,VB
1437,sentence : 72,get,O,VB
1438,sentence : 72,dat,O,RB
1439,sentence : 72,fresh,O,JJ
1440,sentence : 72,cut,O,NN
1441,sentence : 73,Looking,O,VBG
1442,sentence : 73,to,O,TO
1443,sentence : 73,list,O,VB
1444,sentence : 73,another,O,DT
1445,sentence : 73,property,O,NN
1446,sentence : 73,tomorrow,O,NN
1447,sentence : 73,in,O,IN
1448,sentence : 73,Greenville,B,NNP
1450,sentence : 73,OH,B,NNP
1451,sentence : 74,If,O,IN
1452,sentence : 74,you,O,PRP
1453,sentence : 74,are,O,VBP
1454,sentence : 74,in,O,IN
1455,sentence : 74,Belfast,B,NNP
1456,sentence : 74,this,O,DT
1457,sentence : 74,weekend,O,NN
1458,sentence : 74,go,O,VBP
1459,sentence : 74,to,O,TO
1460,sentence : 74,Botanic,B,NNP
1461,sentence : 74,Gdns,I,NNP
1463,sentence : 74,for,O,IN
1464,sentence : 74,Taste,O,NNP
1465,sentence : 74,N,O,NNP
1466,sentence : 74,I,O,PRP
1468,sentence : 74,free,O,JJ
1469,sentence : 74,food,O,NN
1470,sentence : 74,drink,O,VB
1471,sentence : 74,face,O,NN
1472,sentence : 74,painting,O,VBG
1473,sentence : 74,etc,O,NNS
1475,sentence : 74,Should,O,MD
1476,sentence : 74,be,O,VB
1477,sentence : 74,good,O,JJ
1478,sentence : 74,day,O,NN
1479,sentence : 74,out,O,IN
1481,sentence : 74,Sat,O,NNP
1482,sentence : 74,&amp;,O,NNP
1483,sentence : 74,Sun,O,NNP
1484,sentence : 75,RT,O,NNP
1485,sentence : 75,@TeamVA,O,NN
1487,sentence : 75,81,O,CD
1488,sentence : 75,Days,O,NNP
1489,sentence : 75,Till,O,NNP
1490,sentence : 75,Last,B,JJ
1491,sentence : 75,Sacrifice,I,NNP
1492,sentence : 76,@spookytown,O,NNP
1493,sentence : 76,omg,O,NN
1494,sentence : 76,was,O,VBD
1495,sentence : 76,it,O,PRP
1496,sentence : 76,Today,O,NNP
1497,sentence : 76,??,O,NNP
1498,sentence : 76,ill,O,RB
1499,sentence : 76,go,O,VBP
1500,sentence : 76,to,O,TO
1501,sentence : 76,bed,O,VB
1502,sentence : 76,soon,O,RB
1503,sentence : 76,so,O,RB
1504,sentence : 76,ill,O,JJ
1505,sentence : 76,read,O,JJ
1506,sentence : 76,tomorrow,O,NN
1508,sentence : 76,Looking,O,VBG
1509,sentence : 76,forward,O,RB
1510,sentence : 76,hehe,O,JJ
1511,sentence : 77,#NAME?,O,NN
1512,sentence : 77,OF,O,NNP
1513,sentence : 77,ROOM,O,NNP
1516,sentence : 77,FATHER'S,O,NNP
1517,sentence : 77,DAY,O,NNP
1518,sentence : 77,auditions,O,NNS
1519,sentence : 77,Sept,O,NNP
1520,sentence : 77,25,O,CD
1521,sentence : 77,CANWEST,B,NNP
1522,sentence : 77,Center,I,NNP
1523,sentence : 77,for,O,IN
1524,sentence : 77,Theater,O,NNP
1525,sentence : 77,and,O,CC
1526,sentence : 77,Film,O,NNP
1527,sentence : 77,U,B,NNP
1528,sentence : 77,of,I,IN
1529,sentence : 77,W,I,NNP
1530,sentence : 77,ROOM,O,NNP
1531,sentence : 77,0T15,O,CD
1532,sentence : 77,11:30,O,CD
1533,sentence : 77,am,O,VBP
1535,sentence : 77,4:00,O,CD
1536,sentence : 77,PM,O,NNP
1538,sentence : 78,The,O,DT
1539,sentence : 78,bank,O,NN
1540,sentence : 78,teller,O,NN
1541,sentence : 78,I,O,PRP
1542,sentence : 78,always,O,RB
1543,sentence : 78,go,O,VBP
1544,sentence : 78,to,O,TO
1545,sentence : 78,wants,O,VBZ
1546,sentence : 78,me,O,PRP
1548,sentence : 78,Lol,O,NNP
1550,sentence : 78,No,O,DT
1551,sentence : 78,shit,O,NN
1553,sentence : 78,She,O,PRP
1554,sentence : 78,left,O,VBD
1555,sentence : 78,me,O,PRP
1556,sentence : 78,wide,O,JJ
1557,sentence : 78,open,O,JJ
1558,sentence : 78,for,O,IN
1559,sentence : 78,tomorrow,O,NN
1561,sentence : 78,Too,O,NNP
1562,sentence : 78,bad,O,JJ
1563,sentence : 78,I,O,PRP
1564,sentence : 78,already,O,RB
1565,sentence : 78,have,O,VBP
1566,sentence : 78,fucking,O,VBG
1567,sentence : 78,plans,O,NNS
1569,sentence : 79,RT,O,NNP
1570,sentence : 79,@lil_jeezy_85,O,NN
1572,sentence : 79,Going,O,VBG
1573,sentence : 79,live,O,JJ
1574,sentence : 79,tonight,O,NN
1575,sentence : 79,and,O,CC
1576,sentence : 79,2mmrow,O,CD
1577,sentence : 79,&lt;,O,NNS
1578,sentence : 79,what,O,WP
1579,sentence : 79,you,O,PRP
1580,sentence : 79,performing,O,VBG
1581,sentence : 79,somewhere,O,RB
1582,sentence : 79,?,O,.
1583,sentence : 80,@jimmy722,O,JJ
1584,sentence : 80,surgery,O,NN
1585,sentence : 80,or,O,CC
1586,sentence : 80,not,O,RB
1588,sentence : 80,the,O,DT
1589,sentence : 80,most,O,RBS
1590,sentence : 80,important,O,JJ
1591,sentence : 80,thing,O,NN
1592,sentence : 80,is,O,VBZ
1593,sentence : 80,that,O,DT
1594,sentence : 80,'ll,O,MD
1595,sentence : 80,be,O,VB
1596,sentence : 80,all,O,DT
1597,sentence : 80,okay,O,NN
1598,sentence : 80,after,O,IN
1599,sentence : 80,that,O,DT
1601,sentence : 81,@glacerie,O,VBZ
1602,sentence : 81,It,O,PRP
1603,sentence : 81,'s,O,VBZ
1604,sentence : 81,in,O,IN
1605,sentence : 81,my,O,PRP$
1606,sentence : 81,tweets,O,NNS
1607,sentence : 81,a,O,DT
1608,sentence : 81,year,O,NN
1609,sentence : 81,ago,O,RB
1610,sentence : 81,I'll,O,NNP
1611,sentence : 81,pull,O,VB
1612,sentence : 81,up,O,RP
1613,sentence : 81,the,O,DT
1614,sentence : 81,story,O,NN
1615,sentence : 81,later,O,RB
1616,sentence : 81,on,O,IN
1618,sentence : 81,Just,O,NNP
1619,sentence : 81,hope,O,VBP
1620,sentence : 81,the,O,DT
1621,sentence : 81,film,O,NN
1622,sentence : 81,helps,O,VBZ
1623,sentence : 81,Shange,B,NNP
1624,sentence : 81,sell,O,NN
1625,sentence : 81,more,O,RBR
1626,sentence : 81,books,O,NNS
1628,sentence : 82,@BieberPaycee,O,NN
1629,sentence : 82,in,O,IN
1630,sentence : 82,like,O,IN
1631,sentence : 82,3,O,CD
1632,sentence : 82,days,O,NNS
1633,sentence : 82,I,O,PRP
1634,sentence : 82,think,O,VBP
1636,sentence : 82,Well,O,NNP
1637,sentence : 82,that,O,WDT
1638,sentence : 82,'s,O,VBZ
1639,sentence : 82,when,O,WRB
1640,sentence : 82,the,O,DT
1641,sentence : 82,single,O,JJ
1642,sentence : 82,'s,O,POS
1643,sentence : 82,released,O,VBN
1644,sentence : 82,:P,O,NN
1645,sentence : 83,Fresh,O,NNP
1646,sentence : 83,out,O,IN
1647,sentence : 83,the,O,DT
1648,sentence : 83,psych,O,NN
1649,sentence : 83,ward,O,NN
1650,sentence : 83,today,O,NN
1651,sentence : 84,Home,O,NNP
1652,sentence : 84,made,O,VBD
1653,sentence : 84,cod,O,JJ
1654,sentence : 84,&amp;,O,NNP
1655,sentence : 84,chips,O,NNS
1656,sentence : 84,+,O,NNP
1657,sentence : 84,bottle,O,NN
1658,sentence : 84,of,O,IN
1659,sentence : 84,Microsoft,B,NNP
1660,sentence : 84,provided,O,VBD
1661,sentence : 84,champagne,O,NN
1662,sentence : 84,=,O,NNP
1663,sentence : 84,top,O,JJ
1664,sentence : 84,class,O,NN
1665,sentence : 84,Friday,O,NNP
1666,sentence : 84,;-),O,NNP
1667,sentence : 85,RT,O,NNP
1668,sentence : 85,@AwwBieber,O,NNP
1670,sentence : 85,Boyfriend,O,NN
1672,sentence : 85,Ive,O,NNP
1673,sentence : 85,got,O,VBD
1674,sentence : 85,dinner,O,NNS
